"","CHR_PCODE","CHR_SYS_SAMPLE_CDE","CHR_SAMPLE_DEL_GRP","CHR_SAMPLE_DEL_GRP_EQUIS","CHR_LAB_ANAL_METHOD_NAME","CHR_ANALYSIS_DATE","CHR_TEST_TYPE","CHR_LAB_MATRIX_CDE","CHR_DILUTION_FACTOR","CHR_PREP_METHOD","CHR_PREP_DATE","CHR_LAB_NAME_CDE","CHR_QC_LEVEL","CHR_LAB_SAMPLE_ID","CHR_SUBSAMPLE_AMT","CHR_SUBSAMPLE_AMT_UNIT","CHR_FINAL_VOLUME","CHR_FINAL_VOLUME_UNIT","CHR_CAS_RN","CHR_RESULT_VALUE","CHR_RESULT_TYPE_CDE","CHR_REPORTABLE_RESULT","CHR_DETECT_FLAG","CHR_QLFR_SRC","CHR_LAB_QUAL","CHR_VALIDATED_YN","CHR_VALIDATION_DATE","CHR_VALIDATOR_QUAL","CHR_VALIDATOR_QUAL_EXPLN","CHR_METHOD_DETECT_LIMIT","CHR_REPORTING_DETECT_LIMIT","CHR_QUANTITATION_LIMIT","CHR_DETECTION_LIMIT_UNIT","CHR_LAB_VALIDATION_LEVEL","CHR_RESULT_COMMENT","CHR_QC_ORIG_CONC","CHR_QC_SPIKE_ADDED","CHR_QC_SPIKE_MEASURED","CHR_QC_SPIKE_RECOVERY","CHR_QC_DUP_ORIG_CONC","CHR_QC_DUP_SPIKE_ADDED","CHR_QC_DUP_SPIKE_MEASURED","CHR_QC_DUP_SPIKE_RECOVERY","CHR_QC_RPD","CHR_QC_SPIKE_LCL","CHR_QC_SPIKE_UCL","CHR_QC_RPD_CL","CHR_QC_SPIKE_STATUS","CHR_QC_DUP_SPIKE_STATUS","CHR_QC_RPD_STATUS","CHS_EVENT_SMAS_HISTORY_ID","CHS_EVENT_SMAS_SAMPLE_DATE","CHS_SITE_ID_CORR_YN","CHS_DATA_PROVIDER","CHS_SAMPLE_NAME","CHS_SAMPLE_MATRIX_CDE","CHS_DEC_SAMPLE_TYPE_CDE","CHS_LAB_SAMPLE_TYPE_CDE","CHS_SAMPLE_SOURCE","CHS_PARENT_SAMPLE_CDE","CHS_SAMPLE_DEL_GRP_EQUIS","CHS_SAMPLE_DATETIME","CHS_SAMPLE_RECEIPT_DATE","CHS_SYS_LOC_CDE","CHS_CHAIN_OF_CUSTODY","CHS_SAMPLER","CHS_SAMPLING_COMPANY_CODE","CHS_COMMENT","CHEM_PARAMETER_PCODE","CHEM_PARAMETER_NAME","CHEM_PARAMETER_UNIT","CHEM_PARAMETER_UNIT_NOSP","CHEM_PARAMETER_FRACTION","CHEM_PARAMETER_SOURCE","CHEM_PARAMETER_NOTES"
"60660",27,"10-GCHZ-33.1-07172018-WS","R1806696","","E300.0","07/18/2018 17:33:00","initial","WS",10,"","","ALSRNY","quant","R1806696-003",10,"mL",10,"mL","16887-00-6",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.2,0.2,2,"mg/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","10-GCHZ-33.1","07/17/2018","N","ALSRNY","10-GCHZ-33.1-07172018-WS","WS","N","N","Field","","","07/17/2018 13:00:00","07/18/2018","Unknown","","","NYSDEC","",27,"CHLORIDE","mg/L","mg/L","TOTAL","LAB",""
"60694",27,"09-AMPR-2.6-09102019-W","R1908762","","E300.0","09/13/2019 01:19:00","initial","WS",10,"","","ALSRNY","quant","R1908762-004",10,"mL",10,"mL","16887-00-6",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.5,0.5,2,"mg/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","09-AMPR-2.6","09/10/2019","N","ALSRNY","09-AMPR-2.6-09102019-W","WS","N","N","Field","","","09/10/2019 15:15:00","09/11/2019","09-AMPR-2.6","","090919C04W","NYSDEC","",27,"CHLORIDE","mg/L","mg/L","TOTAL","LAB",""
"61391",27,"09-GRAC-0.8-06252019-W","R1905962","","E300.0","07/02/2019 19:11:00","initial","WS",10,"","","ALSRNY","quant","R1905962-007",10,"mL",10,"mL","16887-00-6",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.5,0.5,2,"mg/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","09-GRAC-0.8","06/25/2019","N","ALSRNY","09-GRAC-0.8-06252019-W","WS","N","N","Field","","","06/25/2019 12:35:00","06/26/2019","09-GRAC-0.8","","","NYSDEC","",27,"CHLORIDE","mg/L","mg/L","TOTAL","LAB",""
"61491",27,"04-ANGL-12.9-072519-W","R1907038","","E300.0","07/30/2019 15:38:00","initial","WS",10,"","","ALSRNY","quant","R1907038-002",10,"mL",10,"mL","16887-00-6",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.5,0.5,2,"mg/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","04-ANGL-12.9","07/25/2019","N","ALSRNY","04-ANGL-12.9-072519-W","WS","N","N","Field","","","07/25/2019 09:00:00","07/26/2019","04-ANGL-12.9","","072219CO1W","NYSDEC","",27,"CHLORIDE","mg/L","mg/L","TOTAL","LAB",""
"61677",27,"13-BRCH_T3-0.2-07302019-W","R1907170","","E300.0","08/01/2019 15:25:00","initial","WS",10,"","","ALSRNY","quant","R1907170-005",10,"mL",10,"mL","16887-00-6",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.5,0.5,2,"mg/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","13-BRCH_T3-0.2","07/30/2019","N","ALSRNY","13-BRCH_T3-0.2-07302019-W","WS","N","N","Field","","","07/30/2019 12:40:00","07/31/2019","13-BRCH_T3-0.2","","072919CO1W","NYSDEC","",27,"CHLORIDE","mg/L","mg/L","TOTAL","LAB",""
"61694",27,"09-REGI_W-2.7-09102019-W","R1908761","","E300.0","09/13/2019 00:31:00","initial","WS",10,"","","ALSRNY","quant","R1908761-004",10,"mL",10,"mL","16887-00-6",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.5,0.5,2,"mg/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","09-REGI_W-2.7","09/10/2019","N","ALSRNY","09-REGI_W-2.7-09102019-W","WS","N","N","Field","","","09/10/2019 16:00:00","09/11/2019","09-REGI_W-2.7","","090919C03W","NYSDEC","",27,"CHLORIDE","mg/L","mg/L","TOTAL","LAB",""
"61701",27,"06-OTGO_W-3.5-08072018-WS","R1807461","","E300.0","08/22/2018 16:34:00","initial","WS",10,"","","ALSRNY","quant","R1807461-008",10,"mL",10,"mL","16887-00-6",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.2,0.2,2,"mg/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","06-OTGO_W-3.5","08/07/2018","N","ALSRNY","06-OTGO_W-3.5-08072018-WS","WS","N","N","Field","","","08/07/2018 11:00:00","08/08/2018","Unknown","","","NYSDEC","",27,"CHLORIDE","mg/L","mg/L","TOTAL","LAB",""
"62154",27,"09-GTCH_W-49.1-09102019-W","R1908759","","E300.0","09/12/2019 22:14:00","initial","WS",10,"","","ALSRNY","quant","R1908759-002",10,"mL",10,"mL","16887-00-6",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.5,0.5,2,"mg/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","09-GTCH_W-49.1","09/10/2019","N","ALSRNY","09-GTCH_W-49.1-09102019-W","WS","N","N","Field","","","09/10/2019 12:30:00","09/11/2019","09-GTCH_W-49.1","","090919C01W","NYSDEC","",27,"CHLORIDE","mg/L","mg/L","TOTAL","LAB",""
"62203",27,"10-LINC-2.6-07182018-WS","R1806696","","E300.0","08/02/2018 23:07:00","initial","WS",10,"","","ALSRNY","quant","R1806696-006",10,"mL",10,"mL","16887-00-6",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.2,0.2,2,"mg/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","10-LINC-2.6","07/18/2018","N","ALSRNY","10-LINC-2.6-07182018-WS","WS","N","N","Field","","","07/18/2018 12:15:00","07/20/2018","Unknown","","","NYSDEC","",27,"CHLORIDE","mg/L","mg/L","TOTAL","LAB",""
"62996",29,"11-UHUD-2.7-07112019-W","R1906570","","E624","07/17/2019 16:27:00","initial","WS",1,"SW5030C","07/17/2019 16:27:00","ALSRNY","quant","R1906570-007",10,"mL",10,"mL","67-66-3",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.24,0.24,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","11-UHUD-2.7","07/11/2019","N","ALSRNY","11-UHUD-2.7-07112019-W","WS","N","N","Field","","","07/11/2019 16:00:00","07/12/2019","11-UHUD-2.7","","070819MRBPW","NYSDEC","",29,"CHLOROFORM","µg/L","ug/L","TOTAL","LAB",""
"63035",29,"12-MOHK-1.5-07112019-W","R1906570","","E624","07/17/2019 15:20:00","initial","WS",1,"SW5030C","07/17/2019 15:20:00","ALSRNY","quant","R1906570-001",10,"mL",10,"mL","67-66-3",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.24,0.24,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","12-MOHK-1.5","07/11/2019","N","ALSRNY","12-MOHK-1.5-07112019-W","WS","N","N","Field","","","07/11/2019 14:45:00","07/12/2019","12-MOHK-1.5","","070819MRBPW","NYSDEC","",29,"CHLOROFORM","µg/L","ug/L","TOTAL","LAB",""
"63124",29,"12-MOHK-24-09042019-W","R1908572","","E624","09/08/2019 17:12:00","initial","WS",1,"SW5030C","09/08/2019 17:12:00","ALSRNY","quant","R1908572-005",10,"mL",10,"mL","67-66-3",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.24,0.24,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","12-MOHK-24.0","09/04/2019","Y","ALSRNY","12-MOHK-24","WS","N","N","Field","","","09/04/2019 09:20:00","09/05/2019","12-MOHK-24","","090219M01W","NYSDEC","",29,"CHLOROFORM","µg/L","ug/L","TOTAL","LAB",""
"63151",29,"12-MOHK-1.5-10292019-W","R1910597","","E624","10/31/2019 18:44:00","initial","WS",1,"","","ALSRNY","quant","R1910597-007",10,"mL",10,"mL","67-66-3",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.24,0.24,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","12-MOHK-1.5","10/29/2019","N","ALSRNY","12-MOHK-1.5-10292019-W","WS","N","N","Field","","","10/29/2019 13:30:00","10/30/2019","12-MOHK-1.5","","","NYSDEC","",29,"CHLOROFORM","µg/L","ug/L","TOTAL","LAB",""
"63163",29,"12-MOHK-17.3-08052019-W","R1907351","","E624","08/08/2019 16:55:00","initial","WS",1,"SW5030C","08/08/2019 16:55:00","ALSRNY","quant","R1907351-003",10,"mL",10,"mL","67-66-3",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.24,0.24,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","12-MOHK-17.3","08/05/2019","N","ALSRNY","12-MOHK-17.3-08052019-W","WS","N","N","Field","","","08/05/2019 13:00:00","08/06/2019","12-MOHK-17.3","","080519MO1W","NYSDEC","",29,"CHLOROFORM","µg/L","ug/L","TOTAL","LAB",""
"63176",29,"12-MOHK-13.4-10292019-W","R1910597","","E624","10/31/2019 18:22:00","initial","WS",1,"","","ALSRNY","quant","R1910597-005",10,"mL",10,"mL","67-66-3",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.24,0.24,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","12-MOHK-13.4","10/29/2019","N","ALSRNY","12-MOHK-13.4-10292019-W","WS","N","N","Field","","","10/29/2019 12:30:00","10/30/2019","12-MOHK-13.4","","","NYSDEC","",29,"CHLOROFORM","µg/L","ug/L","TOTAL","LAB",""
"63234",29,"12-MOHK-24-10292019-W","R1910597","","E624","10/31/2019 17:38:00","initial","WS",1,"","","ALSRNY","quant","R1910597-001",10,"mL",10,"mL","67-66-3",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.24,0.24,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","12-MOHK-24.0","10/29/2019","Y","ALSRNY","12-MOHK-24-10292019-W","WS","N","N","Field","","","10/29/2019 09:30:00","10/30/2019","12-MOHK-24","","","NYSDEC","",29,"CHLOROFORM","µg/L","ug/L","TOTAL","LAB",""
"63268",29,"12-MOHK-1.5-08062019-W","R1907351","","E624","08/08/2019 17:39:00","initial","WS",1,"SW5030C","08/08/2019 17:39:00","ALSRNY","quant","R1907351-007",10,"mL",10,"mL","67-66-3",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.24,0.24,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","12-MOHK-1.5","08/06/2019","N","ALSRNY","12-MOHK-1.5-08062019-W","WS","N","N","Field","","","08/06/2019 11:30:00","08/07/2019","12-MOHK-1.5","","080519MO1W","NYSDEC","",29,"CHLOROFORM","µg/L","ug/L","TOTAL","LAB",""
"63274",29,"12-MOHK-13.4-06202019-W","R1905832","","E624","06/25/2019 03:27:00","initial","WS",1,"SW5030C","06/25/2019 03:27:00","ALSRNY","quant","R1905832-003",10,"mL",10,"mL","67-66-3",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.24,0.24,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","12-MOHK-13.4","06/20/2019","N","ALSRNY","12-MOHK-13.4-06202019-W","WS","N","N","Field","","","06/20/2019 09:30:00","06/21/2019","12-MOHK-13.4","","","NYSDEC","",29,"CHLOROFORM","µg/L","ug/L","TOTAL","LAB",""
"63307",29,"12-MOHK-17.3-06252019-W","R1905966","","E624","06/28/2019 18:01:00","initial","WS",1,"SW5030C","06/28/2019 18:01:00","ALSRNY","quant","R1905966-005",10,"mL",10,"mL","67-66-3",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.24,0.24,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","12-MOHK-17.3","06/25/2019","N","ALSRNY","12-MOHK-17.3-06252019-W","WS","N","N","Field","","","06/25/2019 13:30:00","06/26/2019","12-MOHK-17.3","","062419MRPBW","NYSDEC","",29,"CHLOROFORM","µg/L","ug/L","TOTAL","LAB",""
"63311",29,"12-MOHK-17.3-10162019-W","R1910169","","624.1","10/18/2019 14:08:00","initial","WS",1,"SW5030C","10/18/2019 14:08:00","ALSRNY","quant","R1910169-005",10,"mL",10,"mL","67-66-3",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.24,0.24,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","12-MOHK-17.3","10/16/2019","N","ALSRNY","12-MOHK-17.3-10162019-W","WS","N","N","Field","","","10/16/2019 10:12:00","10/17/2019","12-MOHK-17.3","","101419M01W","NYSDEC","",29,"CHLOROFORM","µg/L","ug/L","TOTAL","LAB",""
"63318",29,"12-MOHK-1.5-10162019-W","R1910169","","624.1","10/18/2019 13:25:00","initial","WS",1,"SW5030C","10/18/2019 13:25:00","ALSRNY","quant","R1910169-001",10,"mL",10,"mL","67-66-3",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.24,0.24,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","12-MOHK-1.5","10/16/2019","N","ALSRNY","12-MOHK-1.5-10162019-W","WS","N","N","Field","","","10/16/2019 12:30:00","10/17/2019","12-MOHK-1.5","","101419M01W","NYSDEC","",29,"CHLOROFORM","µg/L","ug/L","TOTAL","LAB",""
"63335",29,"12-MOHK-24-06252019-W","R1905966","","E624","06/28/2019 18:23:00","initial","WS",1,"SW5030C","06/28/2019 18:23:00","ALSRNY","quant","R1905966-007",10,"mL",10,"mL","67-66-3",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.24,0.24,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","12-MOHK-24.0","06/25/2019","Y","ALSRNY","12-MOHK-24-06252019-W","WS","N","N","Field","","","06/25/2019 09:00:00","06/26/2019","12-MOHK-24","","062419MRPBW","NYSDEC","",29,"CHLOROFORM","µg/L","ug/L","TOTAL","LAB",""
"63362",29,"12-MOHK-24-10092019-W","R1909933","","624.1","10/11/2019 23:49:00","initial","WS",1,"SW5030C","10/11/2019 23:49:00","ALSRNY","quant","R1909933-001",10,"mL",10,"mL","67-66-3",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.24,0.24,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","12-MOHK-24.0","10/09/2019","Y","ALSRNY","12-MOHK-24-10092019-W","WS","N","N","Field","","","10/09/2019 00:00:00","10/10/2019","12-MOHK-24","","","NYSDEC","",29,"CHLOROFORM","µg/L","ug/L","TOTAL","LAB",""
"63378",29,"11-UHUD-2.7-08192019-W","R1907920","","E624","08/21/2019 20:26:00","initial","WS",1,"","","ALSRNY","quant","R1907920-009",10,"mL",10,"mL","67-66-3",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.24,0.24,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","11-UHUD-2.7","08/19/2019","N","ALSRNY","11-UHUD-2.7","WS","N","N","Field","","","08/19/2019 13:15:00","08/20/2019","11-UHUD-2.7","","081919M01W","NYSDEC","",29,"CHLOROFORM","µg/L","ug/L","TOTAL","LAB",""
"63393",29,"12-MOHK-17.3-08192019-W","R1907920","","E624","08/21/2019 19:42:00","initial","WS",1,"","","ALSRNY","quant","R1907920-005",10,"mL",10,"mL","67-66-3",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.24,0.24,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","12-MOHK-17.3","08/19/2019","N","ALSRNY","12-MOHK-17.3","WS","N","N","Field","","","08/19/2019 10:00:00","08/20/2019","12-MOHK-17.3","","081919M01W","NYSDEC","",29,"CHLOROFORM","µg/L","ug/L","TOTAL","LAB",""
"63432",29,"11-UHUD-2.7-06202019-W","R1905832","","E624","06/25/2019 03:50:00","initial","WS",1,"SW5030C","06/25/2019 03:50:00","ALSRNY","quant","R1905832-005",10,"mL",10,"mL","67-66-3",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.24,0.24,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","11-UHUD-2.7","06/20/2019","N","ALSRNY","11-UHUD-2.7-06202019-W","WS","N","N","Field","","","06/20/2019 16:00:00","06/21/2019","11-UHUD-2.7","","","NYSDEC","",29,"CHLOROFORM","µg/L","ug/L","TOTAL","LAB",""
"63489",29,"11-UHUD-2.7-06252019-W","R1905966","","E624","06/28/2019 18:45:00","initial","WS",1,"SW5030C","06/28/2019 18:45:00","ALSRNY","quant","R1905966-009",10,"mL",10,"mL","67-66-3",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.24,0.24,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","11-UHUD-2.7","06/25/2019","N","ALSRNY","11-UHUD-2.7-06252019-W","WS","N","N","Field","","","06/25/2019 15:00:00","06/26/2019","11-UHUD-2.7","","062419MRPBW","NYSDEC","",29,"CHLOROFORM","µg/L","ug/L","TOTAL","LAB",""
"63530",29,"12-MOHK-17.3-09162019-W","R1908955","","E624","09/18/2019 16:22:00","initial","WS",1,"SW5030C","09/18/2019 16:22:00","ALSRNY","quant","R1908955-005",10,"mL",10,"mL","67-66-3",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.24,0.24,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","12-MOHK-17.3","09/16/2019","N","ALSRNY","12-MOHK-17.3","WS","N","N","Field","","","09/16/2019 10:15:00","09/17/2019","12-MOHK-17.3","","0916M01W","NYSDEC","",29,"CHLOROFORM","µg/L","ug/L","TOTAL","LAB",""
"63558",29,"12-MOHK-13.4-08192019-W","R1907920","","E624","08/21/2019 19:21:00","initial","WS",1,"","","ALSRNY","quant","R1907920-003",10,"mL",10,"mL","67-66-3",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.24,0.24,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","12-MOHK-13.4","08/19/2019","N","ALSRNY","12-MOHK-13.4","WS","N","N","Field","","","08/19/2019 11:00:00","08/20/2019","12-MOHK-13.4","","081919M01W","NYSDEC","",29,"CHLOROFORM","µg/L","ug/L","TOTAL","LAB",""
"63590",29,"12-MOHK-13.4-07112019-W","R1906570","","E624","07/17/2019 15:43:00","initial","WS",1,"SW5030C","07/17/2019 15:43:00","ALSRNY","quant","R1906570-003",10,"mL",10,"mL","67-66-3",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.24,0.24,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","12-MOHK-13.4","07/11/2019","N","ALSRNY","12-MOHK-13.4-07112019-W","WS","N","N","Field","","","07/11/2019 13:30:00","07/12/2019","12-MOHK-13.4","","070819MRBPW","NYSDEC","",29,"CHLOROFORM","µg/L","ug/L","TOTAL","LAB",""
"63671",29,"12-MOHK-1.5-06202019-W","R1905832","","E624","06/25/2019 04:12:00","initial","WS",1,"SW5030C","06/25/2019 04:12:00","ALSRNY","quant","R1905832-007",10,"mL",10,"mL","67-66-3",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.24,0.24,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","12-MOHK-1.5","06/20/2019","N","ALSRNY","12-MOHK-1.5-06202019-W","WS","N","N","Field","","","06/20/2019 15:00:00","06/21/2019","12-MOHK-1.5","","","NYSDEC","",29,"CHLOROFORM","µg/L","ug/L","TOTAL","LAB",""
"63792",29,"12-MOHK-24-09162019-W","R1908955","","E624","09/18/2019 16:44:00","initial","WS",1,"SW5030C","09/18/2019 16:44:00","ALSRNY","quant","R1908955-007",10,"mL",10,"mL","67-66-3",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.24,0.24,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","12-MOHK-24.0","09/16/2019","Y","ALSRNY","12-MOHK-24","WS","N","N","Field","","","09/16/2019 09:00:00","09/17/2019","12-MOHK-24","","0916M01W","NYSDEC","",29,"CHLOROFORM","µg/L","ug/L","TOTAL","LAB",""
"63823",29,"11-UHUD-2.7-08062019-W","R1907351","","E624","08/08/2019 17:17:00","initial","WS",1,"SW5030C","08/08/2019 17:17:00","ALSRNY","quant","R1907351-005",10,"mL",10,"mL","67-66-3",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.24,0.24,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","11-UHUD-2.7","08/06/2019","N","ALSRNY","11-UHUD-2.7-08062019-W","WS","N","N","Field","","","08/06/2019 10:15:00","08/07/2019","11-UHUD-2.7","","080519MO1W","NYSDEC","",29,"CHLOROFORM","µg/L","ug/L","TOTAL","LAB",""
"63876",29,"12-MOHK-24-08192019-W","R1907920","","E624","08/21/2019 20:04:00","initial","WS",1,"","","ALSRNY","quant","R1907920-007",10,"mL",10,"mL","67-66-3",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.24,0.24,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","12-MOHK-24.0","08/19/2019","Y","ALSRNY","12-MOHK-24","WS","N","N","Field","","","08/19/2019 09:00:00","08/20/2019","12-MOHK-24","","081919M01W","NYSDEC","",29,"CHLOROFORM","µg/L","ug/L","TOTAL","LAB",""
"63925",29,"11-UHUD-2.7-10292019-W","R1910597","","E624","10/31/2019 19:06:00","initial","WS",1,"","","ALSRNY","quant","R1910597-009",10,"mL",10,"mL","67-66-3",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.24,0.24,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","11-UHUD-2.7","10/29/2019","N","ALSRNY","11-UHUD-2.7-10292019-W","WS","N","N","Field","","","10/29/2019 14:30:00","10/30/2019","11-UHUD-2.7","","","NYSDEC","",29,"CHLOROFORM","µg/L","ug/L","TOTAL","LAB",""
"63945",29,"12-MOHK-13.4-10092019-W","R1909933","","624.1","10/12/2019 00:55:00","initial","WS",1,"SW5030C","10/12/2019 00:55:00","ALSRNY","quant","R1909933-007",10,"mL",10,"mL","67-66-3",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.24,0.24,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","12-MOHK-13.4","10/09/2019","N","ALSRNY","12-MOHK-13.4-10092019-W","WS","N","N","Field","","","10/09/2019 00:00:00","10/10/2019","12-MOHK-13.4","","","NYSDEC","",29,"CHLOROFORM","µg/L","ug/L","TOTAL","LAB",""
"63948",29,"12-MOHK-24-08052019-W","R1907351","","E624","08/08/2019 16:33:00","initial","WS",1,"SW5030C","08/08/2019 16:33:00","ALSRNY","quant","R1907351-001",10,"mL",10,"mL","67-66-3",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.24,0.24,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","12-MOHK-24.0","08/05/2019","Y","ALSRNY","12-MOHK-24-08052019-W","WS","N","N","Field","","","08/05/2019 09:00:00","08/06/2019","12-MOHK-24","","080519MO1W","NYSDEC","",29,"CHLOROFORM","µg/L","ug/L","TOTAL","LAB",""
